,Car Brand,Model,Price,Model Year,Location,Fuel,Driven (Kms),Gear,Ownership,EMI (monthly)
1414,Maruti,CelerioVXI (O) AMT,840099,2016,Chennai,Petrol,7298,Automatic,1,18688
1415,Hyundai,Creta1.6 SX PLUS AUTO PETROL,709099,2016,Chennai,Petrol,66073,Automatic,1,15774
1416,Renault,Kwid1.0 RXT Opt,590799,2021,Chennai,Petrol,18984,Manual,1,13142
1417,Maruti,SwiftZXI + AMT,402599,2020,Chennai,Petrol,31541,Automatic,1,8956
1418,Hyundai,Creta1.6 SX AT CRDI,295999,2020,Chennai,Petrol,73947,Automatic,2,6584
1419,Hyundai,XcentS 1.2,495599,2014,Chennai,Petrol,1664,Manual,1,11024
1420,Volkswagen,PoloHIGH LINE PLUS 1.0,398499,2021,Chennai,Petrol,34236,Manual,1,8864
1421,Maruti,Alto 800LXI,420399,2018,Chennai,Petrol,83563,Manual,1,9352
1422,Hyundai,NEW SANTROSPORTZ 1.1,432799,2019,Chennai,Petrol,16697,Manual,3,9627
1423,Ford,Ecosport1.5 TITANIUM TI VCT AT,840399,2014,Chennai,Petrol,72807,Automatic,1,18694
1424,Hyundai,Elite i20ASTA 1.2 (O),508499,2016,Chennai,Petrol,76819,Manual,2,11311
1425,KIA,SELTOSHTK 1.5 PETROL,568299,2020,Chennai,Petrol,62200,Manual,1,12641
1426,Hyundai,Verna1.6 SX VTVT,728399,2019,Chennai,Petrol,58887,Manual,1,16203
1427,Renault,DusterRXS 85 PS,350399,2017,Chennai,Petrol,54349,Manual,2,7794
1428,Maruti,AltoVXI,615899,2020,Chennai,Petrol,12681,Manual,2,13700
1429,Hyundai,VENUESX(O) CRDi,555999,2019,Chennai,Petrol,14568,Manual,2,12368
1430,Maruti,CiazVXI PLUS,728399,2015,Chennai,Petrol,9320,Manual,1,16203
1431,Hyundai,Elite i20ASTA 1.2 (O),843224,2016,Chennai,Petrol,27205,Manual,1,18757
1432,Tata,TiagoXZ 1.2 REVOTRON,592499,2018,Chennai,Petrol,50901,Manual,2,13180
1433,Maruti,Alto 800LXI,341099,2018,Chennai,Petrol,33468,Manual,1,7588
1434,Skoda,Octavia1.8 TSI STYLE AT,562399,2017,Chennai,Petrol,38857,Automatic,1,12510
1435,MG,HECTORSHARP DCT PETROL,933049,2021,Chennai,Diesel,22709,Automatic,1,20755
1436,Ford,Ecosport1.0 ECOBOOST TITANIUM OPT,464099,2016,Chennai,Petrol,35921,Manual,1,10324
1437,Maruti,Wagon R 1.0VXI,851599,2018,Chennai,Diesel,17077,Manual,1,18943
1438,Hyundai,EonMAGNA PLUS,486899,2017,Chennai,Petrol,22964,Manual,2,10831
1439,Maruti,BalenoDELTA 1.2 K12,332099,2016,Chennai,Petrol,20995,Manual,3,7387
1440,Tata,NEXONXZA + 1.2 PETROL A/T,560999,2019,Chennai,Diesel,82979,Automatic,1,12479
1441,Hyundai,Verna1.6 SX VTVT,393249,2018,Chennai,Petrol,24364,Manual,1,8748
1442,Maruti,AltoLXI,1014599,2020,Chennai,Petrol,29405,Manual,1,22569
1443,Renault,TRIBER1.0 RXZ,635599,2021,Chennai,Petrol,15571,Manual,2,14139
1444,Honda,JazzZX CVT,604199,2021,Chennai,Petrol,27006,Automatic,1,13440
1445,Hyundai,Elite i20SPORTZ 1.2,412099,2016,Chennai,Petrol,17448,Manual,1,9167
1446,Tata,NEXONXM 1.2,375899,2022,Chennai,Petrol,79654,Manual,1,8362
1447,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,1449199,2015,Chennai,Diesel,94924,Manual,1,32237
1448,Hyundai,Elite i20ASTA 1.2,443199,2015,Chennai,Petrol,17532,Manual,2,9859
1449,Hyundai,VernaEX 1.6 VTVT AT,395549,2018,Chennai,Petrol,46569,Automatic,3,8799
1450,Honda,JazzZX CVT,1425124,2021,Chennai,Diesel,25062,Automatic,1,31701
1451,Maruti,CelerioZXI AMT,420399,2017,Chennai,Petrol,21445,Automatic,1,9352
1452,Maruti,S PRESSOVXI CNG,735099,2021,Chennai,Petrol,66097,Manual,1,16352
1453,Hyundai,VENUESX 1.0 GDI IMT,768199,2020,Chennai,Diesel,46542,Manual,1,17088
1454,Honda,Jazz1.2 V AT,403399,2016,Chennai,Petrol,32096,Automatic,1,8973
1455,Honda,JazzZX CVT,377799,2021,Chennai,Petrol,29765,Automatic,1,8404
1456,Hyundai,GRAND I10 NIOSSPORTZ PETROL,780099,2020,Chennai,Petrol,17413,Manual,1,17353
1457,Ford,Ecosport1.5TITANIUM TDCI,607499,2017,Chennai,Petrol,43608,Manual,1,13513
1458,Hyundai,Creta1.6 SX PLUS AUTO PETROL,453799,2016,Chennai,Petrol,42030,Automatic,1,10095
1459,Ford,Ecosport1.5 TITANIUMTDCI OPT,544899,2015,Chennai,Petrol,57089,Manual,1,12121
1460,Renault,TRIBER1.0 RXT,429399,2020,Chennai,Petrol,26313,Manual,1,9552
1461,Maruti,BalenoZETA 1.2 K12,387199,2020,Chennai,Petrol,42962,Manual,2,8613
1462,Honda,Jazz1.2 V MT,587799,2017,Chennai,Petrol,43695,Manual,1,13075
1463,Maruti,Celerio XZXI OPT AMT,553299,2018,Chennai,Diesel,69798,Automatic,2,12308
1464,Maruti,Alto 800LXI,376099,2018,Chennai,Petrol,19677,Manual,1,8366
1465,Maruti,Wagon R 1.0VXI,339799,2014,Chennai,Petrol,50867,Manual,3,7559
1466,Renault,KwidRXT 1.0 EASY-R AT OPTION,477999,2019,Chennai,Petrol,49890,Automatic,1,10633
1467,Volkswagen,VentoHIGHLINE PETROL,988099,2015,Chennai,Petrol,14527,Manual,2,21980
1468,Hyundai,VENUE1.0 TURBO GDI SX+ AT,545699,2021,Chennai,Petrol,66517,Automatic,1,12139
1469,Ford,Ecosport1.0 ECOBOOST TITANIUM OPT,1068499,2013,Chennai,Petrol,7094,Manual,2,23768
1470,Hyundai,Creta1.6 SX PLUS PETROL,985049,2017,Chennai,Diesel,25855,Manual,2,21912
1471,Maruti,CiazVXI PLUS,608299,2017,Chennai,Petrol,45668,Manual,1,13531
1472,Maruti,BalenoDELTA 1.2 K12,688299,2017,Chennai,Petrol,15584,Manual,1,15311
1473,Hyundai,i20ASTA 1.2,700999,2013,Chennai,Petrol,38985,Manual,1,15593
1474,Maruti,Wagon R 1.0VXI AMT,417899,2016,Chennai,Petrol,53138,Automatic,1,9296
1475,Mahindra,XUV 3OO1.5 W6 MT,316899,2019,Chennai,Petrol,25646,Manual,1,7049
1476,Nissan,MicraXL CVT (PETROL),426599,2018,Chennai,Petrol,52700,Automatic,2,9489
1477,Hyundai,Elite i20ASTA 1.2 (O),780599,2017,Chennai,Petrol,9883,Manual,1,17364
1478,Hyundai,Elite i201.4 SPORTS PLUS CRDI,617599,2019,Chennai,Petrol,83749,Manual,1,13738
1479,KIA,SELTOS1.5 GTX+ AT,671499,2020,Chennai,Petrol,31345,Automatic,1,14937
1480,Honda,Amaze1.2 SMT I VTEC,469799,2019,Chennai,Petrol,20589,Manual,2,10450
1481,Hyundai,Elite i201.2 MAGNA PLUS VTVT,543199,2019,Chennai,Petrol,22917,Manual,2,12083
1482,Maruti,S PRESSOVXI CNG,397499,2021,Chennai,Petrol,46917,Manual,1,8842
1483,Maruti,Wagon R 1.0VXI,406099,2012,Chennai,Petrol,42361,Manual,2,9033
1484,Hyundai,Elite i20ASTA 1.2,688299,2015,Chennai,Petrol,10986,Manual,1,15311
1485,Hyundai,NEW SANTRO1.1 MAGNA CNG MT,1838499,2020,Chennai,Diesel,7811,Manual,1,40896
1486,MG,HECTORSHARP DCT PETROL,284999,2021,Chennai,Petrol,35152,Automatic,1,6340
1487,Ford,Ecosport1.5TITANIUM TDCI,728599,2016,Chennai,Petrol,9006,Manual,1,16207
1488,Hyundai,Elite i20ASTA 1.2 (O),580899,2016,Chennai,Petrol,72187,Manual,2,12922
1489,Honda,Amaze1.2 SMT I VTEC,460799,2020,Chennai,Petrol,61155,Manual,2,10250
1490,Jeep,Compass1.4 SPORT PETROL,694599,2019,Chennai,Diesel,62643,Manual,1,15451
1491,Hyundai,XcentS 1.2,521199,2015,Chennai,Petrol,17786,Manual,1,11594
1492,Hyundai,VENUE1.0L Turbo GDI SX MT,1103999,2020,Chennai,Petrol,12729,Manual,2,24558
1493,Maruti,Vitara BrezzaZXI,660599,2020,Chennai,Petrol,24203,Manual,1,14695
1494,Ford,Ecosport1.5 TITANIUM PLUS TI VCT AT,800299,2019,Chennai,Petrol,24234,Automatic,1,17802
1495,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,653199,2017,Chennai,Petrol,27678,Manual,1,14530
1496,Tata,NEXONXZA+ 1.5,542799,2019,Chennai,Petrol,16233,Automatic,1,12074
1497,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,511099,2014,Chennai,Petrol,11294,Manual,1,11369
1498,Hyundai,Verna1.6 SX VTVT (O),1059399,2019,Chennai,Petrol,16665,Manual,1,23566
1499,Maruti,BalenoDELTA 1.2 K12,559999,2016,Chennai,Petrol,5196,Manual,1,12457
1500,Hyundai,Elite i201.2 SPORTS PLUS VTVT,927699,2019,Chennai,Petrol,37335,Manual,1,20636
1501,Ford,Ecosport1.5 TITANIUM TI VCT AT,713299,2015,Chennai,Petrol,23577,Automatic,1,15867
1502,Honda,Amaze1.2 SMT I VTEC,704699,2019,Chennai,Diesel,85666,Manual,1,15676
1503,Maruti,Wagon R 1.0VXI,611799,2015,Chennai,Petrol,13715,Manual,1,13609
1504,Hyundai,VENUESX(O) CRDi,830599,2019,Chennai,Diesel,90367,Manual,1,18476
1505,Hyundai,Creta1.6 SX PLUS AUTO PETROL,780299,2016,Chennai,Petrol,24624,Automatic,2,17357
1506,Volkswagen,AmeoHIGHLINE 1.2,706399,2016,Chennai,Petrol,18224,Manual,1,15713
1507,Hyundai,Creta1.6 CRDI SX PLUS AUTO,779299,2017,Chennai,Petrol,12426,Automatic,1,17335
1508,Hyundai,Verna1.6 SX VTVT,638799,2018,Chennai,Diesel,88493,Manual,1,14210
1509,Maruti,Wagon R 1.0VXI,461299,2017,Chennai,Diesel,73433,Manual,2,10261
1510,MG,HECTORSHARP DCT PETROL,475699,2020,Chennai,Diesel,196269,Automatic,1,10582
1511,Maruti,BalenoZETA 1.2 K12,476799,2019,Chennai,Petrol,17327,Manual,1,10606
1512,Mahindra,XUV500W8 FWD,479899,2013,Chennai,Petrol,72,Manual,1,10675
1513,Hyundai,Elite i201.2 SPORTS PLUS VTVT,274499,2019,Chennai,Petrol,48898,Manual,1,6106
1514,Nissan,MicraXL CVT (PETROL),513399,2016,Chennai,Petrol,34866,Automatic,1,11420
1515,KIA,SELTOSGTX + AT PETROL,865099,2019,Chennai,Diesel,58556,Automatic,1,19244
1516,MG,HECTOR PLUSSHARP HYBRID PETROL,589799,2021,Chennai,Petrol,35386,Manual,1,13120
1517,Maruti,XL6ALPHA SHVS  MT,525099,2019,Chennai,Petrol,29949,Manual,2,11681
1518,Tata,NEXONXZ+ 1.5,708299,2020,Chennai,Petrol,41249,Manual,1,15756
1519,Hyundai,Grand i10MAGNA 1.2 KAPPA VTVT,562399,2017,Chennai,Petrol,46657,Manual,1,12510
1520,Datsun,Redi Go1.0 S AT,491899,2018,Chennai,Petrol,96042,Automatic,1,10942
1521,Honda,Civic1.8V AT,400899,2019,Chennai,Petrol,59279,Automatic,1,8918
1522,Tata,NEXONXZA+ 1.5,605999,2018,Chennai,Petrol,36366,Automatic,1,13480
1523,Hyundai,Grand i10ASTA 1.2 (O) VTVT,457099,2017,Chennai,Petrol,12637,Manual,1,10168
1524,Hyundai,Elite i201.2  ASTA (O) CVT,745299,2019,Chennai,Diesel,82391,Automatic,1,16579
1525,Honda,Amaze1.2 VXMT I VTEC,653699,2019,Chennai,Petrol,90644,Manual,1,14541
1526,Hyundai,Creta1.6 SX PLUS AUTO PETROL,471099,2016,Chennai,Petrol,97625,Automatic,2,10479
1527,Maruti,S CrossZETA SHVS PETROL,858599,2021,Chennai,Petrol,24920,Manual,1,19099
1528,Hyundai,Elite i20Magna Executive 1.2,560399,2017,Chennai,Petrol,95553,Manual,2,12466
1529,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,432099,2017,Chennai,Petrol,22051,Manual,1,9612
1530,Hyundai,NEW SANTROSPORTZ 1.1,314399,2018,Chennai,Petrol,38860,Manual,1,6994
1531,Hyundai,Verna1.6 SX VTVT,351299,2018,Chennai,Petrol,93281,Manual,2,7814
1532,Honda,Jazz1.2 ZX MT,529599,2021,Chennai,Petrol,79309,Manual,3,11781
1533,Honda,Jazz1.2 V MT,749599,2018,Chennai,Petrol,22309,Manual,2,16674
1534,Maruti,AltoVXI,434499,2021,Chennai,Petrol,12584,Manual,1,9665
1535,MG,,425199,2020,Chennai,Petrol,32318,,1,9458
1536,Maruti,Vitara BrezzaZDI PLUS,559099,2019,Chennai,Petrol,43079,Manual,1,12437
1537,Maruti,Vitara BrezzaZDI PLUS DUAL TONE,636149,2018,Chennai,Petrol,41556,Manual,1,14151
1538,MG,HECTORSHARP DCT PETROL,638799,2019,Chennai,Petrol,41322,Automatic,2,14210
1539,KIA,SELTOSHTX AT PETROL,652399,2019,Chennai,Petrol,40676,Automatic,1,14512
1540,Toyota,GlanzaG MT PETROL,490799,2021,Chennai,Petrol,7744,Manual,1,10918
1541,Jeep,Compass2.0 LIMITED,541299,2018,Chennai,Petrol,20759,Manual,1,12041
1542,Ford,Ecosport1.5 TITANIUM TI VCT,465299,2019,Chennai,Petrol,3941,Manual,1,10350
1543,Maruti,Alto 800LXI,550699,2017,Chennai,Petrol,17477,Manual,1,12250
1544,Honda,CityZX CVT,460799,2020,Chennai,Petrol,74173,Automatic,1,10250
1545,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,1158199,2016,Chennai,Diesel,62495,Manual,1,25763
1546,Maruti,Wagon R 1.0VXI,444299,2014,Chennai,Petrol,25584,Manual,1,9883
1547,Toyota,Corolla AltisVL AT,445999,2016,Chennai,Petrol,76671,Automatic,1,9921
1548,MG,HECTORSHARP DCT PETROL,729399,2019,Chennai,Petrol,22824,Automatic,1,16225
1549,Toyota,GlanzaG MT PETROL,582499,2021,Chennai,Petrol,28640,Manual,1,12957
1550,Maruti,Alto K10VXI AMT,493899,2016,Chennai,Petrol,28705,Automatic,1,10987
1551,Hyundai,NEW SANTRO1.1 SPORTS AMT,464899,2018,Chennai,Petrol,11696,Automatic,1,10341
1552,Nissan,MicraXL CVT (PETROL),455649,2018,Chennai,Petrol,60526,Automatic,1,10136
1553,Jeep,Compass2.0 LONGITUDE (O),425799,2017,Chennai,Petrol,60897,Manual,1,9472
1554,Maruti,BalenoDELTA 1.2 K12,947499,2017,Chennai,Diesel,69653,Manual,1,21077
1555,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,501799,2017,Chennai,Petrol,35338,Manual,1,11162
1556,Maruti,Alto 800LXI,474699,2017,Chennai,Petrol,46207,Manual,2,10559
1557,Maruti,DzireVXI,1905499,2018,Chennai,Diesel,39912,Manual,1,42387
1558,Maruti,Alto 800LXI OPT,730499,2018,Chennai,Diesel,74594,Manual,2,16250
1559,Maruti,IGNISZETA 1.2 K12 AMT,404299,2018,Chennai,Petrol,72966,Automatic,1,8993
1560,Maruti,Alto 800LXI,455399,2018,Chennai,Petrol,71760,Manual,1,10130
1561,MG,HECTORSHARP DCT PETROL,473399,2020,Chennai,Petrol,29373,Automatic,1,10530
1562,Honda,CityVX MT PETROL,461599,2015,Chennai,Petrol,33657,Manual,1,10268
1563,Maruti,IGNISDELTA 1.2 K12,558299,2018,Chennai,Petrol,81832,Manual,1,12419
1564,Jeep,CompassLIMITED (O) 2.0 4*4,496299,2017,Chennai,Petrol,44296,Manual,2,11040
1565,Hyundai,Creta1.6 SX PLUS AUTO PETROL,558849,2016,Chennai,Petrol,37919,Automatic,1,12431
1566,Maruti,BalenoALPHA 1.2 K12,424899,2016,Chennai,Petrol,65387,Manual,2,9452
1567,Hyundai,Verna1.6 SX VTVT (O),1900999,2019,Chennai,Petrol,19595,Manual,1,42287
1568,Maruti,BalenoZETA 1.2 K12 AMT,520999,2016,Chennai,Petrol,22307,Automatic,1,11589
1569,KIA,SELTOS1.5 GTX+ AT,428299,2020,Chennai,Petrol,39961,Automatic,3,9527
1570,Maruti,BalenoDELTA 1.2 K12,506199,2019,Chennai,Petrol,59112,Manual,2,11260
1571,Honda,Amaze1.2 S CVT I VTEC,463799,2019,Chennai,Petrol,38512,Automatic,1,10317
1572,Hyundai,Grand i101.2 ASTA (O) AT,343099,2016,Chennai,Petrol,84770,Automatic,2,7632
1573,Honda,CityV MT PETROL,636699,2017,Chennai,Petrol,51896,Manual,1,14163
1574,Maruti,S CrossZETA 1.3 SHVS,557299,2018,Chennai,Petrol,37479,Manual,1,12397
1575,Maruti,S CrossSIGMA SHVS,469099,2018,Chennai,Petrol,31903,Manual,1,10435
1576,Tata,ALTROZXZ 1.2,772299,2020,Chennai,Petrol,37535,Manual,1,17179
1577,Hyundai,VENUE1.0L Turbo GDI SX MT,411499,2019,Chennai,Petrol,62335,Manual,1,9154
1578,Hyundai,Creta1.6 CRDI SX PLUS AUTO,464299,2017,Chennai,Petrol,25968,Automatic,1,10328
1579,Skoda,Rapid1.0 AMBITION TSI AT,714199,2020,Chennai,Petrol,22362,Automatic,1,15887
1580,Tata,NEXONXZA+ 1.5 Dual Tone,712999,2018,Chennai,Petrol,17019,Automatic,2,15860
1581,MG,HECTORSHARP DCT PETROL,452399,2019,Chennai,Petrol,96752,Automatic,1,10063
1582,Hyundai,Creta1.6 SX PLUS AUTO PETROL,838299,2017,Chennai,Petrol,46277,Automatic,1,18647
1583,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,404699,2017,Chennai,Petrol,40755,Manual,1,9002
1584,Hyundai,Elite i20ASTA 1.2 AT,763699,2018,Chennai,Petrol,19138,Automatic,1,16988
1585,MG,HECTORSHARP DCT PETROL,632699,2020,Chennai,Petrol,15299,Automatic,1,14074
1586,Honda,Amaze1.2 V CVT I VTEC,548699,2019,Chennai,Petrol,68421,Automatic,2,12206
1587,Tata,HexaVaricor 400 XTA,536299,2017,Chennai,Petrol,9926,Automatic,1,11930
1588,Maruti,S CrossZETA SHVS PETROL,520849,2021,Chennai,Diesel,91028,Manual,1,11586
1589,Tata,NEXONXZA+ 1.5,445299,2018,Chennai,Petrol,15291,Automatic,1,9905
1590,Mahindra,TharCRDE 4X4 BS IV,332099,2019,Chennai,Petrol,54546,Manual,1,7387
1591,Tata,HexaVaricor 400 XTA,446199,2018,Chennai,Petrol,32482,Automatic,1,9925
1592,MG,HECTORSHARP DCT PETROL,467799,2019,Chennai,Petrol,46868,Automatic,1,10406
1593,Hyundai,Creta1.6 CRDI SX PLUS AUTO,559899,2018,Chennai,Petrol,72342,Automatic,1,12455
1594,Honda,Amaze1.2 VX CVT I VTEC,824299,2019,Chennai,Petrol,11997,Automatic,1,18336
1595,Honda,CityZX CVT,314999,2018,Chennai,Petrol,72439,Automatic,1,7007
1596,Hyundai,Creta1.6 SX CRDI,440099,2018,Chennai,Petrol,22811,Manual,1,9790
1597,Ford,Ecosport1.0 ECOBOOST TITANIUM SPORTS(SUNROOF),448099,2018,Chennai,Petrol,13423,Manual,1,9968
1598,Maruti,Alto K10VXI,400699,2016,Chennai,Petrol,62727,Manual,1,8913
1599,Maruti,Wagon R 1.0VXI,507799,2017,Chennai,Petrol,12567,Manual,2,11296
1600,Maruti,Vitara BrezzaZDI PLUS,337099,2017,Chennai,Petrol,31563,Manual,1,7499
1601,Toyota,YARISVX CVT,298299,2018,Chennai,Petrol,59748,Automatic,2,6635
1602,MG,HECTORSHARP DCT PETROL,921299,2020,Chennai,Petrol,77776,Automatic,1,20494
1603,Honda,CityV CVT,561199,2018,Chennai,Diesel,102004,Automatic,1,12484
1604,Maruti,Alto K10VXI (O) AMT,1247399,2018,Chennai,Petrol,9513,Automatic,2,27748
1605,Maruti,BalenoDELTA 1.2 K12,820099,2019,Chennai,Diesel,98112,Manual,1,18243
1606,Maruti,BalenoZETA 1.2 K12 CVT,366099,2021,Chennai,Petrol,14525,Automatic,2,8144
1607,Maruti,,420399,2018,Chennai,Petrol,31937,,1,9352
1608,Honda,CityV CVT,688299,2018,Chennai,Petrol,23870,Automatic,1,15311
1609,Toyota,GlanzaG CVT,516799,2020,Chennai,Petrol,78074,Automatic,2,11496
1610,Hyundai,Elite i20ASTA 1.2,639399,2018,Chennai,Diesel,109044,Manual,1,14223
1611,Hyundai,Creta1.6 VTVT SX AUTO,1082499,2018,Chennai,Petrol,41704,Automatic,1,24080
1612,Hyundai,VENUE1.0 TURBO GDI SX+ AT,689299,2020,Chennai,Diesel,81979,Automatic,1,15333
1613,Hyundai,Creta1.6 CRDI SX PLUS AUTO,368499,2017,Chennai,Petrol,76304,Automatic,1,8197
1614,Maruti,BalenoDELTA 1.2 K12,528599,2019,Chennai,Petrol,49852,Manual,1,11758
1615,Maruti,IGNISZETA 1.2 K12 DUAL TONE,491699,2017,Chennai,Petrol,53066,Manual,1,10938
1616,Honda,CityZX CVT,499499,2020,Chennai,Petrol,7392,Automatic,1,11111
1617,Honda,CityVX CVT PETROL,671499,2018,Chennai,Diesel,90141,Automatic,2,14937
1618,Maruti,Vitara BrezzaZDI + AMT,1446099,2018,Chennai,Petrol,36341,Automatic,1,32168
1619,Maruti,BalenoDELTA 1.2 K12,433399,2017,Chennai,Petrol,43617,Manual,1,9641
1620,Hyundai,New Elantra1.6 SX AT O,560099,2017,Chennai,Petrol,17540,Automatic,2,12459
1621,Maruti,BalenoALPHA 1.2K12  AT,284399,2018,Chennai,Petrol,70599,Automatic,1,6326
1622,Skoda,Rapid1.0 AMBITION TSI AT,1079299,2020,Chennai,Petrol,24847,Automatic,1,24008
1623,Maruti,S PRESSOVXI (O) CNG,481299,2020,Chennai,Petrol,69652,Manual,1,10706
1624,Jeep,Compass2.0 LIMITED,337899,2017,Chennai,Petrol,12819,Manual,1,7516
1625,Maruti,Alto K10VXI,584999,2019,Chennai,Petrol,54273,Manual,1,13013
1626,Maruti,IGNISDELTA 1.2 K12,659099,2019,Chennai,Petrol,37826,Manual,1,14661
1627,Maruti,IGNISDELTA 1.2 K12 AMT,304999,2017,Chennai,Petrol,53249,Automatic,1,6785
1628,Hyundai,Elite i20ASTA 1.2 (O),710599,2017,Chennai,Petrol,23389,Manual,1,15807
1629,Maruti,Wagon R 1.0LXI CNG,481499,2019,Chennai,Petrol,69151,Manual,2,10711
1630,Tata,NEXONXZA + 1.2 PETROL A/T,923499,2019,Chennai,Petrol,33188,Automatic,1,20543
1631,Maruti,IGNISDELTA 1.2 K12,389599,2018,Chennai,Petrol,65532,Manual,1,8666
1632,Maruti,S CrossALPHA SHVS,547999,2019,Chennai,Petrol,36535,Manual,1,12190
1633,KIA,SELTOS1.4 GTX+ TURBO GDI PETROL AT,355499,2020,Chennai,Petrol,44912,Automatic,1,7908
1634,Maruti,S CrossALPHA SHVS,718599,2019,Chennai,Petrol,97486,Manual,1,15985
1635,Maruti,CiazZETA 1.4 VVT AMT,503699,2018,Chennai,Diesel,55360,Automatic,1,11205
1636,Hyundai,Creta1.6 SX PLUS AUTO PETROL,525199,2018,Chennai,Petrol,50408,Automatic,1,11683
1637,Mahindra,MARAZZOM8 7 STR,480099,2018,Chennai,Petrol,54035,Manual,2,10680
1638,Toyota,YARISJ CVT,469699,2020,Chennai,Petrol,22253,Automatic,1,10448
1639,Hyundai,Elite i20MAGNA 1.4 AT,291749,2017,Chennai,Petrol,40467,Automatic,1,6490
1640,Tata,HexaVaricor 400 XT,544099,2018,Chennai,Petrol,48036,Manual,2,12103
1641,Maruti,Wagon R 1.0LXI CNG,463099,2018,Chennai,Petrol,48407,Manual,1,10301
1642,Maruti,S CrossZETA SHVS,365699,2017,Chennai,Petrol,40283,Manual,2,8135
1643,Toyota,GlanzaG CVT,563699,2019,Chennai,Petrol,70908,Automatic,1,12539
1644,Honda,WR-V1.2 i-VTEC VX MT,606699,2018,Chennai,Petrol,77647,Manual,1,13496
1645,Toyota,GlanzaG CVT,1490799,2020,Chennai,Petrol,47927,Automatic,1,33162
1646,Toyota,CamryHYBRID,549199,2017,Chennai,Petrol,73423,Automatic,2,12217
1647,Toyota,YARISVX CVT,498399,2019,Chennai,Petrol,65802,Automatic,1,11087
1648,Toyota,YARISVX CVT,496699,2018,Chennai,Petrol,63511,Automatic,1,11049
1649,Jeep,Compass1.4  LONGITUDE (O) AT,606699,2019,Chennai,Petrol,63700,Automatic,1,13496
1650,Toyota,YARISJ MT,412299,2018,Chennai,Petrol,81939,Manual,1,9171
1651,Maruti,IGNISALPHA 1.2 K12 AMT,799899,2021,Chennai,Petrol,14401,Automatic,1,17793
1652,Toyota,YARISJ MT,435099,2019,Chennai,Petrol,49889,Manual,1,9679
1653,Volkswagen,AmeoHIGHLINE DSG 1.5,467199,2017,Chennai,Petrol,50265,Automatic,2,10393
1654,Honda,BR-V1.5 i-VTEC V CVT,836399,2017,Chennai,Petrol,37077,Automatic,1,18605
1655,Honda,CityVX CVT PETROL,683799,2017,Chennai,Petrol,57001,Automatic,1,15211
1656,Tata,NEXONXZA + 1.2 PETROL A/T,862099,2018,Chennai,Petrol,19673,Automatic,1,19177
1657,Tata,NEXONXZA+ 1.5,457299,2018,Chennai,Petrol,56375,Automatic,2,10172
1658,Mahindra,MARAZZOM8 7 STR,565699,2019,Chennai,Petrol,20305,Manual,1,12584
1659,Maruti,S CrossZETA SHVS,552199,2017,Chennai,Petrol,52644,Manual,1,12283
1660,Toyota,GlanzaV CVT,509199,2021,Chennai,Petrol,91502,Automatic,1,11327
1661,Maruti,S CrossZETA SHVS,627299,2017,Chennai,Petrol,93190,Manual,1,13954
1662,Jeep,Compass1.4 LIMITED PLUS AT,384799,2020,Chennai,Petrol,52673,Automatic,1,8560
1663,Maruti,S CrossZETA SHVS,528599,2017,Chennai,Petrol,35647,Manual,1,11758
1664,Honda,WR-V1.2 i-VTEC VX MT,349999,2017,Chennai,Petrol,18331,Manual,1,7786
1665,Hyundai,Tucson New2WD AT GL DIESEL,522099,2018,Chennai,Petrol,60293,Automatic,3,11614
1666,Hyundai,Tucson New4WD AT GLS DIESEL,366499,2017,Chennai,Petrol,61022,Automatic,2,8153
1667,Maruti,Swift DzireVXI 1.2 BS IV,421199,2016,Chennai,Petrol,35864,Manual,2,9369
1668,Toyota,Corolla Altis1.8G LIMITED,654599,2015,Chennai,Diesel,82465,Manual,2,14561
1669,Maruti,ErtigaZXI Plus SHVS,520949,2019,Chennai,Petrol,31021,Manual,1,11588
1670,Maruti,BalenoDELTA 1.2 K12,448099,2016,Chennai,Petrol,21524,Manual,1,9968
1671,Maruti,ErtigaZXI SMART HYBRID AT,676699,2019,Chennai,Petrol,28844,Automatic,1,15053
1672,Maruti,AltoLXI,606899,2011,Chennai,Petrol,19085,Manual,1,13500
1673,Mercedes,Benz C Class250 CDI ELEGANCE AT,459199,2011,Chennai,Petrol,8569,Automatic,1,10215
1674,Maruti,Alto 800LXI,601099,2015,Chennai,Petrol,39853,Manual,1,13371
1675,Ford,Ecosport1.5TITANIUM TDCI,612699,2021,Chennai,Petrol,68839,Manual,1,13629
1676,Maruti,New  Wagon-RVXI 1.2L,1705799,2020,Chennai,Diesel,46593,Manual,1,37945
1677,Maruti,CelerioZXI,307299,2020,Chennai,Petrol,61352,Manual,1,6836
1678,Mahindra,XUV500W6 4X2,664999,2013,Chennai,Petrol,26619,Manual,1,14793
1679,Maruti,Wagon R 1.0VXI,999199,2015,Chennai,Petrol,48864,Manual,2,22227
1680,Hyundai,Creta1.4 E PLUS CRDI,519999,2019,Chennai,Petrol,41343,Manual,1,11567
